05684c70-113d-4894-920e-140edf323528,negative smile
0403faa2-2d45-4779-b40a-794c220d3855,positive smile
1ba6784e-3684-4f76-81b7-504610a497e1,positive smile
675c87fb-bf50-481e-949d-07b5dc14b589,positive smile
02567fbb-1147-4186-8d7d-38611569fc06,NOT smile
02a42ebf-0683-4bc2-a616-e2ce8dc507cf,NOT smile
0b278b82-3883-4a22-bc1a-8e583bbabbfb,NOT smile
042b78c5-298e-42e3-ac28-82ad04a0e511,NOT smile
083bd238-4305-4d16-bf9b-39a9be94c449,NOT smile
08d20d6a-8a01-4fc1-80bc-6f00c99239f0,NOT smile
2e0cc0ef-9091-4d45-82ab-4c153b73fd56,NOT smile
0147b56b-fb64-4a04-a2e5-c570fbc85a96,NOT smile
62d9dff9-e65a-457a-963e-9395f01e821e,NOT smile
5a946cbd-ff92-43c3-a2d8-451ed1183b32,NOT smile
4a214039-0c6a-4054-bd94-9aa8ff8756a3,NOT smile
9703765c-36a3-4c71-b78b-cf863edfca42,NOT smile
2dee62e8-1968-437d-959a-783615053b34,NOT smile
0991a952-7810-4df2-8b45-16d0b3249b70,NOT smile
0c6b56c1-b19c-4c78-b762-e0d4f25186eb,NOT smile
54d2a72d-5b2f-4cc9-a234-c25490b692f5,NOT smile
406ce153-c1d9-4f72-86d6-d5d313762a08,NOT smile
0309e92f-2b77-4c79-a7e8-0561d5ad812e,NOT smile
13b20216-6abd-4c4a-b50e-d933ffa893b7,positive smile
15f207c8-c156-48c3-ad46-1ff3dd02c9f3,NOT smile
0152ac83-dad0-4ae2-8be5-fb9f5847b2ba,NOT smile
211600a5-0e5e-4e54-9f15-a0d064dea832,negative smile
0b5881c9-97f2-4ddc-aedd-dc36afe722df,NOT smile
036a72e8-0f64-465a-916f-c750991fdb56,NOT smile
018823ee-c18f-44d2-af07-fae886f763ad,positive smile
02754032-0194-4590-a0ea-f65121f4b8f1,NOT smile
64f93b22-fb93-4bf2-86ea-361ee1ed3bb4,NOT smile
15245866-0039-4f7a-b4ea-4d0eb79b0859,NOT smile
0589756c-5807-48a0-85a2-99e1771ff00c,NOT smile
0e15ffc1-3af2-4e5b-826f-05ba13f3488f,negative smile
05606a96-8f62-4e1c-8bb7-b02cd5f96894,NOT smile
08c2ac38-cf2b-406c-9e7f-2d777a1c0eb2,NOT smile
06e9a92c-c918-48a5-a469-cc9ab8f34390,NOT smile
015aeea9-d0a0-4bad-9d7b-318d879bf3ce,NOT smile
1697f6b6-d2bf-4c0f-b732-9d9381093087,NOT smile
0a2902ac-bd45-4ac4-b97d-96806d1b6281,NOT smile
0755f56b-c73a-4b20-9ae1-d233a8401ea6,NOT smile
027c7677-afbb-4431-91a5-ab61266a5649,positive smile
08970dc0-d4dd-4739-b738-a244be34a665,negative smile
179693d6-8d0d-4deb-ba3f-8f14f435bbce,NOT smile
13240b89-1e0d-4aac-ae59-5b57bd6fa15e,NOT smile
1ebb0f75-6537-4bca-aa26-36a69c124053,negative smile
0013ed91-b805-472b-9b5f-d033167f1722,NOT smile
1cf3d77c-1b07-413f-9409-261cbff66526,NOT smile
029a4f7d-8358-49ce-9344-3a534d783f91,NOT smile
04f94632-63c0-4356-88fe-80c886d36e18,NOT smile
477c19c7-9a8d-4b0c-a8fc-4b7ef96e2094,NOT smile
af45f98e-1bdd-4ea6-b138-762fb33a3335,negative smile
07ec224b-e100-45c0-a0fd-e8ed9ba670da,NOT smile
2f6fb8f0-98ce-468d-8ad0-17952463245a,NOT smile
1fea9641-71c7-4f32-915c-642ade64fb7e,NOT smile
4f7d8c7c-5898-429d-b512-ffaf354338e2,negative smile
00903ea4-c875-482c-8379-c5bb607082cb,NOT smile
00d0019e-1e59-4315-935d-3bf8856e537d,negative smile
3a6b2bb3-d4b3-4bb2-95ee-1bd7daa61678,NOT smile
072dcbb8-9524-4322-88b6-74177309567b,NOT smile
3227d81b-820a-48c3-ac2d-4fe82fff2d27,NOT smile
e02823c3-e873-49e1-abfa-1135c3027e34,NOT smile
051fda16-f327-4d47-839f-333fb5b2e638,NOT smile
02456802-196e-4376-ba5a-453545bf2b07,negative smile
0420288b-3695-4349-b6e4-a40758ff7ab0,positive smile
106f3c3b-5e6e-40e0-9ca0-0cefc662c00b,NOT smile
04461a5d-8fbf-4443-93a1-800d51c045d9,positive smile
0a17372f-2d52-40b6-8cec-a314ca42685b,positive smile
2dcdd7cb-2267-4228-98ca-ef48e5c414ff,NOT smile
08a84b21-c5a9-4cca-b2f8-a59914c8bda8,negative smile
5021e6a4-b0fc-4843-a1a4-0ad2e1eb170d,negative smile
0fa58b01-249f-41ed-a168-79a7209d5a30,positive smile
0960eb49-efb2-4e50-b8bb-e4694e101750,NOT smile
00cb797a-7062-40fc-a992-2ba4c4f46ddb,NOT smile
b92c88b3-f621-4b12-a783-eec57c769f9c,NOT smile
07c978d3-a69e-4f16-9d08-4faab6075682,NOT smile
262304ca-e744-4d58-ab82-dc52d3bfff39,NOT smile
2eecfeed-b7c8-431f-be4b-4bebf215053e,NOT smile
e9c1b72d-5b7b-45ad-a214-0e1870a647de,positive smile
0487a3a1-811d-4706-b70f-73efdad5b311,NOT smile
1b063e3e-7736-469e-9de8-47625f6e6a1e,NOT smile
09a1a869-ea40-45a3-b62d-a6b6b9d487bf,positive smile
c0b315c8-fbe7-4408-a728-8886b8b066df,negative smile
0707fbf6-a7bb-4c75-ab82-e8e86328ea33,NOT smile
031f2cad-d03d-4b09-bbe3-ba7fed9f37ab,positive smile
009f5a8a-3d70-48f2-99a4-177fef54c834,NOT smile
02059765-d5f0-4a7b-8ab3-c14906de63fa,negative smile
8039b71f-8a6d-4869-8387-3b2703734b8d,NOT smile
01bdcf44-32b6-46a6-b033-94277a60d593,NOT smile
0361f447-ddbf-4732-95ae-efaeaee20b1f,NOT smile
151a20d8-2e08-447f-bab8-8de6304228a3,NOT smile
015687eb-41dd-4e00-9341-d0b1c79fce38,NOT smile
1155f6ce-310b-403d-a7fd-5ca64f3b2a9e,NOT smile
4c413b8a-2d60-4621-988d-72a97d43c452,positive smile
00de3971-3dca-4dde-903d-3677e3a625af,NOT smile
0cfcc754-d8a7-46c8-be08-590e40065f91,NOT smile
0554f5db-e098-490c-9ee0-899a967adf0c,NOT smile
22f86992-939b-4037-bef5-0ec212feb6f8,NOT smile
16859e0d-3026-4a54-bebb-02d45d20e327,NOT smile
41540eb2-0672-4ff4-a95e-2ce7323759a0,NOT smile
ac92759d-2668-4273-aa39-551413f22ee9,NOT smile
011d2f61-5c47-4ad4-8f12-02e1fb532dc1,NOT smile
9134aee0-02e0-407e-a2ab-64f04b9a4ce6,positive smile
032206e1-ee39-4a6a-a5ec-fccc24fb28ef,NOT smile
9f52379a-f018-43a0-b5e0-2bda0b75164e,positive smile
4f344237-129a-459e-914c-a7d11ddc19f1,NOT smile
1341b830-b82f-46d7-bf6c-be0b5c209586,positive smile
009030e0-8c5d-4a92-aee5-a95083ba0bfd,positive smile
31d90d1b-fd23-4072-88ce-cc74365a9a7b,NOT smile
2b4d2269-fd2b-429d-9b3b-c0525ec1a59e,NOT smile
255022f5-ade0-44c3-a3de-2ffb287c2dad,negative smile
0fe09141-5a00-4b10-aa2e-f3cb50b4d76b,positive smile
0e157b02-5ab6-4e5e-ac6c-8964fea55113,NOT smile
0c212651-7f2a-4873-8a7f-17171dc75a9b,NOT smile
0280afa1-ff56-43d2-97c2-17aee7a1e154,NOT smile
7810bdef-4616-43e4-8297-6df5e3db4f28,NOT smile
0163a466-b881-4184-a0d4-42b897ae8702,NOT smile
9b0d3167-4012-4a00-8a19-4f234d77209e,NOT smile
02d32faf-d9ed-4045-acde-b24e6e945757,positive smile
5fdac51d-8308-44b1-b839-2979d1b3b3a2,NOT smile
1466ade3-23d8-4f6e-a8a8-bf8aa6ab0b97,NOT smile
130d8a55-5f9f-4ffe-aabd-bb6b10b6e837,NOT smile
096e07d6-005a-460e-aa4e-9946f3e26b82,NOT smile
019afacb-3268-4a69-8f45-9919cea32a9a,NOT smile
